Score	AlignLen	totalMFE	seedMFE	totalGC	totalAU	totalGU	totalGaps	totalMismatches	seedGC	seedAT	seedGU	seedGaps	seedMismatches	Pos_1	Pos_2	Pos_3	Pos_4	Pos_5	Pos_6	Pos_7	Pos_8	Pos_9	Pos_10	Pos_11	Pos_12	Pos_13	Pos_14	Pos_15	Pos_16	Pos_17	Pos_18	Pos_19	Pos_20	Class
140.000000	7	7.90	-6.50	4	4	0	0	12	3	4	0	0	0	5	2	1	1	1	2	2	2	5	5	5	5	5	5	5	5	5	5	1	5	Non-Target
151.000000	20	5.89	-4.90	7	7	1	2	3	3	3	0	0	1	5	5	1	1	1	2	2	2	4	4	1	3	1	2	2	1	1	5	2	2	Non-Target
140.000000	7	7.90	-6.50	4	4	0	0	12	3	4	0	0	0	5	2	1	1	1	2	2	2	5	5	5	5	5	5	5	5	5	5	1	5	Non-Target
151.000000	20	5.89	-4.90	7	7	1	2	3	3	3	0	0	1	5	5	1	1	1	2	2	2	4	4	1	3	1	2	2	1	1	5	2	2	Non-Target
140.000000	7	7.90	-6.50	4	4	0	0	12	3	4	0	0	0	5	2	1	1	1	2	2	2	5	5	5	5	5	5	5	5	5	5	1	5	Non-Target
151.000000	20	5.89	-4.90	7	7	1	2	3	3	3	0	0	1	5	5	1	1	1	2	2	2	4	4	1	3	1	2	2	1	1	5	2	2	Non-Target
140.000000	7	7.90	-6.50	4	4	0	0	12	3	4	0	0	0	5	2	1	1	1	2	2	2	5	5	5	5	5	5	5	5	5	5	1	5	Non-Target
147.000000	21	5.90	-0.80	7	6	3	2	2	4	2	1	0	0	2	1	1	2	1	1	2	3	2	5	4	4	2	5	1	2	3	3	1	1	Non-Target
144.000000	15	11.00	 1.20	6	5	1	0	8	4	3	0	0	0	2	1	1	2	1	1	2	2	3	5	5	2	5	5	1	1	5	5	5	5	Non-Target
142.000000	20	7.10	-5.80	5	8	1	2	4	3	3	1	0	0	5	3	1	1	1	2	2	2	5	2	1	2	2	5	4	4	1	2	5	2	Non-Target
140.000000	19	7.00	-5.80	8	6	1	2	3	3	3	1	0	0	5	3	1	1	1	2	2	2	5	2	1	4	2	1	1	5	2	4	1	1	Non-Target
146.000000	11	8.20	-6.50	5	5	2	1	7	3	4	0	0	0	3	2	1	1	1	2	2	2	1	4	2	1	5	5	5	5	5	5	5	3	Non-Target
143.000000	16	12.70	-6.60	7	6	3	1	3	3	3	1	0	0	3	2	1	1	1	2	3	2	1	2	1	4	2	2	5	1	3	5	5	1	Non-Target
163.000000	20	13.10	-6.50	8	6	1	1	4	3	4	0	0	0	5	2	1	1	1	2	2	2	1	4	2	1	5	2	1	1	3	5	5	1	Non-Target
146.000000	19	8.20	-6.50	6	7	1	1	5	3	4	0	0	0	3	2	1	1	1	2	2	2	1	5	5	5	2	5	4	1	2	2	5	1	Non-Target
145.000000	22	8.30	-6.50	5	8	0	4	3	3	4	0	0	0	2	2	1	1	1	2	2	2	5	4	4	4	2	1	2	5	5	4	1	2	Non-Target
144.000000	20	12.50	-6.50	5	7	2	3	3	3	4	0	0	0	5	2	1	1	1	2	2	2	5	2	5	4	4	2	3	1	1	3	4	2	Non-Target
148.000000	19	14.70	-5.80	6	7	4	0	3	3	3	1	0	0	2	3	1	1	1	2	2	2	5	3	1	5	2	1	5	3	2	2	3	1	Non-Target
155.000000	21	8.40	-6.90	6	8	1	2	3	3	3	1	0	0	5	2	1	1	1	3	2	2	5	2	1	2	5	1	4	4	1	2	2	2	Non-Target
151.000000	20	11.70	-6.90	7	7	3	1	2	3	3	1	0	0	2	2	1	1	1	3	2	2	5	3	1	2	3	4	1	1	2	5	2	1	Non-Target
149.000000	16	8.20	-6.50	4	7	3	0	6	3	4	0	0	0	3	2	1	1	1	2	2	2	5	2	5	2	5	1	5	3	2	5	3	5	Non-Target
157.000000	20	6.00	 1.20	5	8	2	0	5	4	3	0	0	0	2	1	1	2	1	1	2	2	2	5	2	2	5	5	5	3	3	1	5	2	Non-Target
141.000000	12	5.50	 1.20	5	4	0	0	11	4	3	0	0	0	5	1	1	2	1	1	2	2	5	5	2	5	1	5	5	5	5	5	5	5	Non-Target
148.000000	22	9.15	-6.50	7	6	2	4	1	3	4	0	0	0	5	2	1	1	1	2	2	2	4	1	2	4	1	2	4	4	3	1	1	3	Non-Target
144.000000	15	18.90	-6.60	7	5	4	0	4	3	3	1	0	0	3	2	1	1	1	2	3	2	1	3	1	5	2	5	1	2	5	3	5	1	Non-Target
159.000000	20	10.70	-3.90	7	8	0	1	4	3	4	0	0	0	2	1	1	2	2	1	2	2	2	4	1	1	5	1	1	5	5	2	5	2	Non-Target
140.000000	19	13.20	-3.60	7	5	2	0	6	3	3	1	0	0	5	1	1	3	2	1	2	2	3	5	1	5	1	5	1	5	2	5	2	1	Non-Target
145.000000	21	9.60	 0.60	4	9	2	3	2	2	4	1	0	0	5	2	2	2	3	1	2	1	2	5	3	4	4	2	1	2	1	2	4	2	Non-Target
151.000000	20	7.90	-3.60	8	5	3	1	3	3	3	1	0	0	5	1	1	3	2	1	2	2	3	5	1	2	1	4	1	1	5	2	1	3	Non-Target
148.000000	19	13.90	-3.90	9	4	2	0	5	3	3	1	0	0	5	1	1	2	2	1	2	3	3	1	1	5	1	5	1	1	5	5	2	1	Non-Target
150.000000	18	6.50	 0.90	8	7	2	1	2	2	4	0	0	1	1	5	2	2	2	1	2	1	4	3	1	1	2	1	3	1	5	2	1	2	Non-Target
144.000000	15	9.80	-3.60	8	5	2	0	5	3	3	1	0	0	2	1	1	3	2	1	2	2	3	5	1	2	1	5	1	1	5	5	5	1	Non-Target
141.000000	15	10.64	-3.90	7	5	1	2	5	3	4	0	0	0	5	1	1	2	2	1	2	2	5	4	4	1	1	5	1	1	5	5	2	3	Non-Target
144.000000	15	9.80	-3.60	8	5	2	0	5	3	3	1	0	0	2	1	1	3	2	1	2	2	3	5	1	2	1	5	1	1	5	5	5	1	Non-Target
141.000000	15	10.64	-3.90	7	5	1	2	5	3	4	0	0	0	5	1	1	2	2	1	2	2	5	4	4	1	1	5	1	1	5	5	2	3	Non-Target
144.000000	15	9.80	-3.60	8	5	2	0	5	3	3	1	0	0	2	1	1	3	2	1	2	2	3	5	1	2	1	5	1	1	5	5	5	1	Non-Target
141.000000	15	10.64	-3.90	7	5	1	2	5	3	4	0	0	0	5	1	1	2	2	1	2	2	5	4	4	1	1	5	1	1	5	5	2	3	Non-Target
148.000000	19	12.00	-3.60	8	4	5	0	3	3	3	1	0	0	3	1	1	3	2	1	2	2	3	1	1	5	1	5	1	5	2	3	3	1	Non-Target
142.000000	22	7.60	-3.60	8	5	1	3	3	3	3	1	0	0	5	1	1	3	2	1	2	2	5	5	1	2	4	4	1	1	4	1	1	2	Non-Target
152.000000	19	14.20	-4.80	7	6	5	0	2	3	3	1	0	0	2	1	1	2	3	1	2	2	3	1	5	2	1	1	3	5	2	3	3	1	Non-Target
140.000000	7	11.50	-3.90	5	4	0	0	11	3	4	0	0	0	5	1	1	2	2	1	2	2	5	5	5	5	1	1	5	5	5	5	5	5	Non-Target
140.000000	7	8.80	-3.60	6	4	2	0	8	5	2	0	0	0	2	2	1	1	2	1	1	1	5	5	2	5	5	5	5	3	5	5	1	3	Non-Target
144.000000	15	9.60	-3.60	6	4	2	0	8	5	2	0	0	0	5	2	1	1	2	1	1	1	5	5	2	3	5	5	2	1	5	5	5	3	Non-Target
155.000000	18	4.80	-3.60	6	8	1	2	3	3	4	0	0	0	5	1	2	2	1	2	2	1	2	4	1	2	3	5	1	4	2	2	1	5	Non-Target
141.000000	18	9.80	-3.80	7	5	3	1	4	3	3	1	0	0	5	1	2	3	1	2	2	1	2	1	3	5	3	1	5	4	1	1	2	5	Non-Target
140.000000	19	7.00	-1.50	6	6	2	0	6	4	2	1	0	0	5	2	1	1	2	3	1	1	2	1	5	3	5	2	5	1	5	2	5	2	Non-Target
140.000000	19	7.00	-1.50	6	6	2	0	6	4	2	1	0	0	5	2	1	1	2	3	1	1	2	1	5	3	5	2	5	1	5	2	5	2	Non-Target
156.000000	19	10.60	-3.60	9	4	1	0	6	5	2	0	0	0	5	2	1	1	2	1	1	1	5	1	5	3	1	5	5	1	5	2	1	2	Non-Target
154.000000	19	12.30	-3.60	6	8	2	1	3	5	2	0	0	0	2	2	1	1	2	1	1	1	2	3	5	4	3	2	2	1	5	2	5	2	Non-Target
146.000000	12	13.20	-4.90	5	7	2	0	6	2	4	0	0	1	5	5	2	2	1	2	2	1	2	3	2	1	1	1	5	5	5	5	2	3	Non-Target
156.000000	19	10.60	-3.60	9	4	1	0	6	5	2	0	0	0	5	2	1	1	2	1	1	1	5	1	5	3	1	5	5	1	5	2	1	2	Non-Target
154.000000	19	12.30	-3.60	6	8	2	1	3	5	2	0	0	0	2	2	1	1	2	1	1	1	2	3	5	4	3	2	2	1	5	2	5	2	Non-Target
146.000000	12	13.20	-4.90	5	7	2	0	6	2	4	0	0	1	5	5	2	2	1	2	2	1	2	3	2	1	1	1	5	5	5	5	2	3	Non-Target
144.000000	17	5.00	-3.60	6	8	2	1	3	3	3	1	0	0	2	1	3	2	1	2	2	1	2	1	4	2	5	1	5	2	2	1	5	3	Non-Target
154.000000	19	8.80	-3.60	7	8	0	1	4	5	2	0	0	0	2	2	1	1	2	1	1	1	5	4	2	2	1	5	2	5	2	5	1	2	Non-Target
140.000000	7	8.30	-3.60	5	4	1	0	10	5	2	0	0	0	5	2	1	1	2	1	1	1	5	3	5	5	5	2	5	5	5	5	5	2	Non-Target
154.000000	17	10.80	-3.60	7	5	1	0	7	5	2	0	0	0	5	2	1	1	2	1	1	1	2	3	2	5	1	5	5	1	5	2	5	5	Non-Target
155.000000	19	10.20	 0.30	8	7	0	1	4	3	3	0	0	1	5	5	1	2	1	1	2	2	5	1	2	2	1	2	1	1	5	1	4	2	Non-Target
160.000000	15	8.80	-3.60	8	5	1	0	6	5	2	0	0	0	2	2	1	1	2	1	1	1	5	1	3	2	1	5	2	1	5	5	5	5	Non-Target
164.000000	19	7.20	-3.60	6	8	1	0	5	3	4	0	0	0	5	1	2	2	1	2	2	1	5	5	2	1	3	1	2	5	1	5	2	2	Non-Target
153.000000	16	12.10	-3.60	7	5	0	0	8	5	2	0	0	0	5	2	1	1	2	1	1	1	5	1	5	5	1	2	2	5	2	5	5	5	Non-Target
150.000000	19	7.30	-2.20	8	5	4	1	2	3	3	1	0	0	5	1	1	3	2	1	2	2	3	4	3	5	1	2	1	1	2	3	1	1	Non-Target
141.000000	19	8.80	-2.50	6	5	3	0	6	2	4	0	0	1	5	5	1	2	2	1	2	2	5	1	3	1	2	1	5	5	1	3	3	5	Non-Target
147.000000	20	4.30	 1.30	8	6	1	2	3	3	3	0	0	1	1	5	1	2	1	2	2	1	1	1	2	1	2	5	3	5	1	4	4	2	Non-Target
148.000000	17	5.80	-2.50	6	6	2	1	5	3	4	0	0	0	5	1	1	2	2	1	2	2	5	5	5	3	1	4	2	1	2	1	5	3	Non-Target
155.000000	20	3.20	 1.30	6	8	2	1	3	3	3	1	0	0	5	2	1	2	1	3	2	1	1	1	2	4	1	2	5	5	2	3	2	2	Non-Target
145.000000	18	6.70	 0.10	6	7	2	1	4	2	4	1	0	0	5	2	1	2	3	2	2	1	1	1	5	4	2	1	3	5	1	2	2	5	Non-Target
143.000000	21	10.30	 0.10	7	8	0	2	3	2	4	0	0	1	5	2	1	2	1	2	2	5	1	1	4	4	2	1	2	1	5	2	1	2	Non-Target
154.000000	15	15.20	-3.00	10	3	1	1	5	5	2	0	0	0	1	1	1	1	2	2	1	1	4	1	1	3	1	5	2	1	5	5	5	5	Non-Target
151.000000	21	16.60	-2.70	10	3	4	2	1	5	1	1	0	0	3	1	1	1	3	2	1	1	4	4	2	1	1	1	1	2	3	3	1	5	Non-Target
144.000000	17	11.70	-2.30	7	5	2	1	5	4	3	0	0	0	5	2	2	1	1	1	2	1	5	5	1	3	3	5	2	4	2	1	1	5	Non-Target
143.000000	21	19.10	-2.70	12	2	2	2	2	5	1	1	0	0	1	1	1	1	3	2	1	1	5	1	1	3	1	4	4	2	5	1	1	1	Non-Target
150.000000	19	22.10	-3.00	7	5	3	1	4	5	2	0	0	0	5	1	1	1	2	2	1	1	3	3	4	3	1	5	2	5	1	2	5	2	Non-Target
148.000000	11	20.40	-3.00	8	2	3	0	7	5	2	0	0	0	3	1	1	1	2	2	1	1	3	1	5	1	5	5	5	1	3	5	5	5	Non-Target
143.000000	14	21.60	-3.00	8	4	1	0	7	5	1	1	0	0	5	1	1	1	2	3	1	1	2	1	1	5	5	2	1	5	5	5	2	5	Non-Target
141.000000	16	8.40	-2.20	7	5	3	0	5	4	2	1	0	0	2	3	1	1	2	2	1	1	2	1	5	5	2	5	1	1	3	5	5	3	Non-Target
146.000000	13	9.40	-2.70	8	5	1	0	6	5	1	1	0	0	2	1	1	1	3	2	1	1	5	1	1	1	2	2	5	5	5	5	5	2	Non-Target
142.000000	17	7.60	-1.50	7	5	4	0	4	3	2	2	0	0	5	1	3	3	2	2	1	1	2	1	1	5	2	2	1	1	3	3	5	5	Non-Target
150.000000	17	8.60	-1.50	8	3	6	0	3	4	2	1	0	0	5	1	3	1	2	2	1	1	3	3	1	1	2	5	1	1	3	3	5	3	Non-Target
146.000000	17	11.80	-3.00	8	4	3	0	5	5	1	1	0	0	5	1	1	1	2	3	1	1	3	5	1	1	2	2	5	5	2	1	5	3	Non-Target
140.000000	15	10.20	-1.50	7	4	2	0	7	4	2	1	0	0	5	1	1	3	2	2	1	1	2	5	1	5	2	5	1	1	5	5	5	3	Non-Target
140.000000	18	11.20	-2.80	7	6	0	0	7	4	2	0	0	1	5	5	1	1	2	2	1	1	2	5	5	5	5	5	1	1	2	1	2	2	Non-Target
146.000000	17	7.60	-4.80	7	5	1	0	7	5	2	0	0	0	2	1	1	1	2	1	2	1	5	2	5	5	5	1	5	1	3	2	5	5	Non-Target
144.000000	14	5.50	-4.80	6	6	0	2	6	5	2	0	0	0	5	1	1	1	2	1	2	1	4	4	2	2	5	2	1	5	5	5	5	2	Non-Target
143.000000	16	6.50	-4.80	7	6	2	1	4	4	2	1	0	0	2	3	1	1	2	1	2	1	2	4	1	2	5	1	2	1	3	5	5	5	Non-Target
143.000000	16	5.70	-4.80	7	6	2	1	4	4	2	1	0	0	5	3	1	1	2	1	2	1	4	2	2	1	5	3	1	2	1	5	5	2	Non-Target
142.000000	20	7.00	-5.20	9	6	1	2	2	4	2	0	0	1	2	5	1	1	2	1	2	1	5	3	1	2	1	1	4	2	1	4	1	2	Non-Target
142.000000	19	7.20	-3.90	8	4	4	1	3	5	1	1	0	0	5	1	1	1	3	1	2	1	4	2	3	1	5	3	1	2	1	3	5	2	Non-Target
142.000000	19	7.20	-3.90	8	4	4	1	3	5	1	1	0	0	5	1	1	1	3	1	2	1	4	2	3	1	5	3	1	2	1	3	5	2	Non-Target
141.000000	12	6.20	-4.80	7	3	0	0	10	5	2	0	0	0	5	1	1	1	2	1	2	1	5	5	5	2	1	5	5	5	5	5	5	1	Non-Target
143.000000	10	14.60	-4.80	6	3	1	0	10	5	2	0	0	0	2	1	1	1	2	1	2	1	5	3	1	5	5	5	5	5	5	5	5	5	Non-Target
140.000000	19	10.60	-8.50	9	4	2	3	2	4	2	1	0	0	5	1	3	1	2	1	2	1	4	4	4	3	2	1	5	1	1	2	1	1	Non-Target
142.000000	11	9.50	-4.80	6	4	1	1	8	5	2	0	0	0	2	1	1	1	2	1	2	1	4	3	2	1	5	5	5	5	5	5	5	5	Non-Target
140.000000	18	6.80	-3.90	9	4	3	2	2	5	1	1	0	0	2	1	1	1	3	1	2	1	3	3	1	4	4	1	2	1	1	5	2	5	Non-Target
140.000000	18	12.40	-0.30	3	8	4	0	5	1	5	0	0	1	5	5	2	2	2	2	1	2	3	3	5	3	3	2	1	2	5	5	1	2	Non-Target
158.000000	21	6.30	-0.30	5	9	2	2	2	2	5	0	0	0	1	1	2	2	2	2	1	2	2	3	4	3	5	5	2	1	2	2	4	1	Non-Target
149.000000	15	11.90	-0.30	3	9	2	0	6	1	5	0	0	1	5	5	2	2	2	2	1	2	2	1	3	2	2	5	1	2	3	5	5	5	Non-Target
160.000000	18	8.50	-0.30	3	12	1	0	4	1	5	0	0	1	5	5	2	2	2	2	1	2	2	1	2	2	2	5	1	2	3	5	2	2	Non-Target
157.000000	18	6.30	-0.30	4	10	2	1	3	2	5	0	0	0	1	1	2	2	2	2	1	2	2	3	4	2	5	5	2	1	2	2	3	5	Non-Target
140.000000	18	6.30	-1.10	8	5	4	2	1	3	3	1	0	0	1	2	1	3	2	1	2	1	4	4	1	2	1	2	1	5	1	3	3	3	Non-Target
150.000000	15	-5.90	-0.60	7	7	0	1	5	3	4	0	0	0	1	1	2	1	2	2	1	2	5	1	4	2	5	2	1	2	5	5	5	1	Non-Target
150.000000	19	7.50	-0.90	6	7	4	1	2	3	3	1	0	0	5	1	2	1	3	2	1	2	5	1	2	2	3	2	4	1	3	2	1	3	Non-Target
141.000000	19	7.07	-0.60	8	6	2	2	2	3	3	1	0	0	1	1	2	1	2	2	1	3	1	1	2	5	5	2	4	4	1	3	2	1	Non-Target
140.000000	7	5.10	-0.60	3	4	3	0	10	3	4	0	0	0	5	1	2	1	2	2	1	2	5	5	5	3	5	5	5	5	5	3	3	5	Non-Target
147.000000	20	6.10	-0.30	6	8	2	1	3	2	4	1	0	0	1	1	2	3	2	2	1	2	5	4	1	2	5	5	2	1	2	2	3	1	Non-Target
151.000000	19	4.00	-2.70	8	6	2	1	3	3	3	0	0	1	5	5	1	1	1	2	2	2	1	1	2	4	1	1	3	3	5	2	1	2	Non-Target
151.000000	19	4.00	-2.70	8	6	2	1	3	3	3	0	0	1	5	5	1	1	1	2	2	2	1	1	2	4	1	1	3	3	5	2	1	2	Non-Target
151.000000	19	4.00	-2.70	8	6	2	1	3	3	3	0	0	1	5	5	1	1	1	2	2	2	1	1	2	4	1	1	3	3	5	2	1	2	Non-Target
151.000000	19	4.00	-2.70	8	6	2	1	3	3	3	0	0	1	5	5	1	1	1	2	2	2	1	1	2	4	1	1	3	3	5	2	1	2	Non-Target
151.000000	19	4.00	-2.70	8	6	2	1	3	3	3	0	0	1	5	5	1	1	1	2	2	2	1	1	2	4	1	1	3	3	5	2	1	2	Non-Target
152.000000	19	9.00	 1.50	7	5	5	0	3	2	4	1	0	0	5	1	3	1	2	2	2	2	1	2	3	3	3	1	1	5	1	5	3	1	Non-Target
161.000000	16	12.40	 1.50	5	8	4	0	3	2	5	0	0	0	2	1	2	1	2	2	2	2	1	3	2	2	3	3	5	3	1	5	5	1	Non-Target
152.000000	11	4.00	 1.50	2	10	3	0	5	2	5	0	0	0	2	1	2	1	2	2	2	2	5	2	2	2	5	3	3	5	3	5	2	5	Non-Target
142.000000	13	8.30	-1.20	8	3	3	0	6	3	3	1	0	0	5	1	2	1	3	2	1	2	1	5	3	1	1	1	5	5	5	3	5	1	Non-Target
150.000000	13	9.50	-2.30	8	4	2	0	6	4	3	0	0	0	3	2	2	1	1	1	2	1	5	5	3	1	2	1	5	5	5	1	5	1	Non-Target
141.000000	8	10.70	-2.30	4	4	3	0	9	4	3	0	0	0	3	2	2	1	1	1	2	1	3	5	5	5	3	5	2	5	5	5	5	5	Non-Target
140.000000	19	8.10	 1.20	5	8	3	0	4	2	3	2	0	0	5	1	3	1	2	2	2	3	1	2	2	2	3	1	5	2	5	2	5	1	Non-Target
142.000000	24	6.40	 1.50	5	7	1	5	2	2	5	0	0	0	2	1	2	1	2	2	2	2	4	4	4	1	5	5	3	2	1	1	4	4	Non-Target
150.000000	19	8.50	 1.30	4	10	4	1	1	2	4	1	0	0	2	1	2	1	2	3	2	2	1	2	2	3	2	3	5	2	4	2	3	1	Non-Target
143.000000	16	6.20	 1.50	4	7	1	1	7	2	5	0	0	0	5	1	2	1	2	2	2	2	5	5	5	2	4	2	1	1	3	5	5	5	Non-Target
143.000000	10	4.80	 1.50	3	6	3	0	8	2	5	0	0	0	5	1	2	1	2	2	2	2	5	2	3	5	5	1	5	5	3	5	3	5	Non-Target
140.000000	21	11.80	-3.90	6	8	1	1	4	3	3	0	0	1	5	1	2	1	1	2	2	5	1	2	4	2	2	5	5	2	1	1	3	2	Non-Target
152.000000	23	12.10	-3.90	6	6	1	3	4	3	4	0	0	0	5	1	2	1	1	2	2	2	1	5	5	2	4	4	4	2	1	5	3	1	Non-Target
152.000000	21	5.60	-3.90	4	8	3	1	4	3	4	0	0	0	5	1	2	1	1	2	2	2	5	2	5	2	4	1	3	2	3	3	5	2	Non-Target
149.000000	19	11.80	-3.90	6	7	1	2	4	3	4	0	0	0	5	1	2	1	1	2	2	2	5	4	4	2	2	5	3	1	5	2	1	1	Non-Target
140.000000	21	8.90	-1.30	4	7	4	1	4	2	4	1	0	0	3	1	2	1	3	2	2	2	5	5	2	5	2	1	4	3	5	1	3	2	Non-Target
151.000000	21	-8.10	-3.00	7	6	1	2	4	3	4	0	0	0	1	2	1	1	2	2	2	1	4	4	2	1	5	2	5	1	3	5	1	5	Non-Target
152.000000	23	9.30	-3.90	5	7	3	2	3	3	4	0	0	0	5	1	2	1	1	2	2	2	4	1	2	2	4	2	3	3	5	5	1	3	Non-Target
145.000000	22	5.50	-2.70	5	8	2	1	4	3	3	0	0	1	5	1	2	1	1	5	2	2	5	2	5	2	2	1	3	2	1	3	4	2	Non-Target
142.000000	19	8.70	-3.20	7	6	4	1	2	3	3	1	0	0	1	1	3	1	1	2	2	2	5	2	4	2	3	3	1	5	1	1	3	2	Non-Target
142.000000	9	15.00	-5.10	7	4	2	0	7	4	3	0	0	0	1	2	1	1	1	2	1	2	5	1	5	5	3	1	5	5	5	2	5	3	Non-Target
142.000000	9	8.80	-5.10	7	4	2	0	7	4	3	0	0	0	1	2	1	1	1	2	1	2	5	1	5	5	3	1	5	5	5	2	5	3	Non-Target
149.000000	16	17.20	-5.10	6	4	3	0	7	4	3	0	0	0	5	2	1	1	1	2	1	2	5	1	5	2	5	1	3	3	3	5	5	5	Non-Target
149.000000	18	9.40	-5.10	8	4	2	1	5	4	3	0	0	0	5	2	1	1	1	2	1	2	5	1	4	1	2	1	5	3	3	5	1	5	Non-Target
150.000000	19	-5.60	-1.60	5	7	3	1	4	3	4	0	0	0	5	2	2	1	2	1	2	1	4	2	1	2	3	5	5	5	3	1	3	2	Non-Target
144.000000	15	17.30	-5.10	5	5	6	0	4	3	3	1	0	0	5	2	1	1	1	2	3	2	3	3	1	2	3	3	2	3	5	5	1	5	Non-Target
141.000000	18	6.20	-5.10	4	8	3	1	4	3	3	1	0	0	5	2	1	1	1	2	3	2	2	5	1	5	3	3	2	2	4	2	2	5	Non-Target
140.000000	15	10.00	-5.10	5	5	5	0	5	3	3	1	0	0	5	2	1	1	1	2	3	2	2	3	1	5	3	3	2	3	5	5	1	5	Non-Target
141.000000	19	12.50	-5.10	5	7	4	2	2	3	3	1	0	0	5	2	1	1	1	2	3	2	1	4	4	2	2	3	3	2	2	5	1	3	Non-Target
140.000000	19	9.00	-5.10	7	4	6	0	3	3	3	1	0	0	1	2	1	1	1	2	3	2	5	3	5	1	3	1	3	3	2	5	1	3	Non-Target
140.000000	19	9.00	-5.10	7	4	6	0	3	3	3	1	0	0	1	2	1	1	1	2	3	2	5	3	5	1	3	1	3	3	2	5	1	3	Non-Target
142.000000	13	20.20	-5.10	8	3	4	0	5	3	3	1	0	0	5	2	1	1	1	2	3	2	1	1	1	3	5	1	5	3	5	5	1	3	Non-Target
142.000000	21	17.20	-4.20	6	6	4	2	2	4	2	0	0	1	5	5	1	1	1	2	1	2	3	1	3	4	4	2	2	1	2	3	3	2	Non-Target
146.000000	21	10.70	-4.20	7	6	3	2	2	4	2	0	0	1	5	5	1	1	1	2	1	2	2	1	3	1	4	4	2	1	2	3	3	2	Non-Target
141.000000	11	18.70	-5.20	6	4	2	0	8	4	2	0	0	1	5	5	1	1	1	2	1	2	3	1	1	2	2	5	5	5	5	5	5	3	Non-Target
140.000000	17	16.00	-3.60	5	7	2	1	5	3	3	1	0	0	5	2	1	1	3	2	1	2	5	1	1	2	3	4	2	2	5	2	5	5	Non-Target
149.000000	12	5.40	-3.70	4	5	4	0	7	4	3	0	0	0	5	1	1	2	2	1	2	1	5	2	3	2	3	5	3	5	5	5	3	5	Non-Target
141.000000	18	4.80	-1.30	3	10	3	1	3	3	3	1	0	0	2	1	1	2	2	3	2	1	5	2	5	4	2	3	2	2	3	2	2	5	Non-Target
140.000000	7	5.10	-3.70	4	4	2	0	10	4	3	0	0	0	5	1	1	2	2	1	2	1	5	5	5	5	5	5	5	3	5	3	5	2	Non-Target
140.000000	21	6.20	-0.70	6	8	2	1	3	3	3	0	0	1	5	1	1	2	2	5	2	1	2	5	1	2	1	2	4	2	2	3	3	1	Non-Target
141.000000	18	4.80	-1.30	3	10	3	1	3	3	3	1	0	0	2	1	1	2	2	3	2	1	5	2	5	4	2	3	2	2	3	2	2	5	Non-Target
140.000000	7	5.10	-3.70	4	4	2	0	10	4	3	0	0	0	5	1	1	2	2	1	2	1	5	5	5	5	5	5	5	3	5	3	5	2	Non-Target
140.000000	21	6.20	-0.70	6	8	2	1	3	3	3	0	0	1	5	1	1	2	2	5	2	1	2	5	1	2	1	2	4	2	2	3	3	1	Non-Target
141.000000	18	4.80	-1.30	3	10	3	1	3	3	3	1	0	0	2	1	1	2	2	3	2	1	5	2	5	4	2	3	2	2	3	2	2	5	Non-Target
140.000000	7	5.10	-3.70	4	4	2	0	10	4	3	0	0	0	5	1	1	2	2	1	2	1	5	5	5	5	5	5	5	3	5	3	5	2	Non-Target
140.000000	21	6.20	-0.70	6	8	2	1	3	3	3	0	0	1	5	1	1	2	2	5	2	1	2	5	1	2	1	2	4	2	2	3	3	1	Non-Target
151.000000	14	8.70	-3.70	6	5	1	0	8	4	3	0	0	0	5	1	1	2	2	1	2	1	5	2	1	5	1	5	2	5	5	5	3	5	Non-Target
153.000000	20	5.60	-3.70	7	4	4	0	5	4	3	0	0	0	5	1	1	2	2	1	2	1	5	5	1	3	1	5	3	5	3	3	1	2	Non-Target
144.000000	14	9.00	-3.70	5	5	3	2	5	4	3	0	0	0	5	1	1	2	2	1	2	1	4	4	3	2	1	2	3	5	3	5	5	5	Non-Target
148.000000	21	5.80	-3.70	6	8	0	1	5	4	3	0	0	0	2	1	1	2	2	1	2	1	5	5	5	2	1	4	2	2	5	5	2	1	Non-Target
140.000000	21	5.10	-4.60	5	7	3	1	4	3	3	1	0	0	5	3	1	2	2	1	2	1	2	5	3	5	1	2	5	3	2	4	2	1	Non-Target
148.000000	20	4.10	-3.70	5	9	2	3	1	4	3	0	0	0	2	1	1	2	2	1	2	1	4	4	3	2	5	2	2	3	2	4	1	2	Non-Target
140.000000	22	6.70	-4.60	4	9	1	2	4	3	3	1	0	0	2	3	1	2	2	1	2	1	5	5	5	2	1	4	4	2	2	5	2	2	Non-Target
148.000000	20	-4.40	-3.70	6	6	2	4	2	4	3	0	0	0	5	1	1	2	2	1	2	1	4	4	4	4	1	5	3	2	2	2	1	3	Non-Target
141.000000	20	5.10	-4.60	4	7	6	2	1	3	3	1	0	0	5	3	1	2	2	1	2	1	2	4	1	4	3	2	3	3	2	2	3	3	Non-Target
140.000000	18	4.60	-1.30	6	9	1	2	2	1	5	0	0	1	1	5	2	1	2	2	2	2	4	2	1	2	3	4	1	2	1	5	1	2	Non-Target
149.000000	12	5.70	-3.70	5	6	2	0	7	4	3	0	0	0	5	1	1	2	2	1	2	1	2	5	5	2	1	5	5	3	5	2	3	5	Non-Target
149.000000	12	4.10	-3.70	6	5	2	0	7	4	3	0	0	0	5	1	1	2	2	1	2	1	2	5	1	5	1	5	5	2	5	5	3	3	Non-Target
